,currentdate,currenttime,open,high,low,close
4536,2024-02-19,09:51:00,46347.20,46356.65,46327.55,46336.00
4537,2024-02-19,09:52:00,46337.50,46358.35,46317.70,46354.30
4538,2024-02-19,09:53:00,46358.95,46402.50,46354.75,46402.50
4539,2024-02-19,09:54:00,46400.60,46433.25,46396.95,46403.05
4540,2024-02-19,09:55:00,46402.90,46413.65,46390.95,46408.75
4541,2024-02-19,09:56:00,46405.55,46413.00,46372.55,46376.45
4542,2024-02-19,09:57:00,46378.50,46411.30,46368.35,46409.85
4543,2024-02-19,09:58:00,46413.00,46413.00,46386.80,46387.85
4544,2024-02-19,09:59:00,46386.70,46393.60,46360.30,46361.50
4545,2024-02-19,10:00:00,46365.70,46409.85,46363.25,46406.70
4546,2024-02-19,10:01:00,46406.45,46413.40,46395.65,46413.40
4547,2024-02-19,10:02:00,46415.90,46438.00,46405.90,46436.45
4548,2024-02-19,10:03:00,46434.70,46438.00,46425.35,46428.05
4549,2024-02-19,10:04:00,46430.95,46434.95,46407.55,46411.70
4550,2024-02-19,10:05:00,46410.60,46437.75,46406.70,46422.60
4551,2024-02-19,10:06:00,46421.25,46437.85,46421.25,46433.30
4552,2024-02-19,10:07:00,46431.25,46437.60,46424.20,46428.15
4553,2024-02-19,10:08:00,46426.45,46478.35,46426.45,46472.00
4554,2024-02-19,10:09:00,46469.60,46475.60,46457.60,46474.10
4555,2024-02-19,10:10:00,46467.35,46471.35,46453.50,46455.65
4556,2024-02-19,10:11:00,46458.20,46469.50,46450.85,46458.15
4557,2024-02-19,10:12:00,46457.10,46460.50,46445.95,46456.40
4558,2024-02-19,10:13:00,46460.35,46463.00,46440.75,46445.15
4559,2024-02-19,10:14:00,46442.75,46456.85,46436.95,46455.45
4560,2024-02-19,10:15:00,46454.05,46466.05,46448.50,46449.20
4561,2024-02-19,10:16:00,46446.85,46468.15,46437.50,46452.10
4562,2024-02-19,10:17:00,46454.75,46459.55,46439.95,46443.45
4563,2024-02-19,10:18:00,46442.25,46451.30,46431.15,46432.10
4564,2024-02-19,10:19:00,46432.60,46439.65,46411.10,46424.10
4565,2024-02-19,10:20:00,46422.10,46445.75,46421.55,46442.15
4566,2024-02-19,10:21:00,46443.70,46498.40,46438.95,46498.40
4567,2024-02-19,10:22:00,46500.20,46500.20,46470.75,46484.00
4568,2024-02-19,10:23:00,46486.40,46522.60,46475.60,46519.25
4569,2024-02-19,10:24:00,46516.85,46541.50,46503.30,46522.55
4570,2024-02-19,10:25:00,46521.95,46538.85,46504.70,46520.35
4571,2024-02-19,10:26:00,46521.65,46522.90,46494.80,46496.50
4572,2024-02-19,10:27:00,46495.75,46511.00,46479.90,46494.05
4573,2024-02-19,10:28:00,46502.15,46505.70,46489.20,46494.85
4574,2024-02-19,10:29:00,46497.90,46514.70,46497.75,46504.30
4575,2024-02-19,10:30:00,46500.00,46509.15,46488.75,46497.30
4576,2024-02-19,10:31:00,46496.35,46503.75,46478.05,46493.85
4577,2024-02-19,10:32:00,46494.30,46506.75,46485.55,46496.35
4578,2024-02-19,10:33:00,46497.20,46510.00,46482.85,46509.15
4579,2024-02-19,10:34:00,46506.25,46515.25,46496.65,46496.65
4580,2024-02-19,10:35:00,46497.40,46504.45,46480.60,46483.95
4581,2024-02-19,10:36:00,46483.65,46485.15,46455.35,46469.65
4582,2024-02-19,10:37:00,46474.35,46490.10,46464.30,46478.40
4583,2024-02-19,10:38:00,46473.80,46489.25,46470.80,46487.60
4584,2024-02-19,10:39:00,46484.30,46512.55,46481.00,46507.85
4585,2024-02-19,10:40:00,46513.35,46519.00,46491.70,46494.45
4586,2024-02-19,10:41:00,46493.90,46504.35,46488.70,46497.35
4587,2024-02-19,10:42:00,46498.60,46500.35,46489.00,46490.55
4588,2024-02-19,10:43:00,46490.10,46497.35,46480.10,46496.20
4589,2024-02-19,10:44:00,46497.35,46497.35,46479.60,46484.95
4590,2024-02-19,10:45:00,46490.25,46505.95,46477.30,46503.30
4591,2024-02-19,10:46:00,46497.50,46507.25,46485.70,46490.65
4592,2024-02-19,10:47:00,46490.50,46502.95,46478.65,46497.70
4593,2024-02-19,10:48:00,46499.85,46503.90,46485.85,46488.90
4594,2024-02-19,10:49:00,46493.50,46510.30,46491.40,46501.10
4595,2024-02-19,10:50:00,46493.30,46501.30,46485.55,46490.30
4596,2024-02-19,10:51:00,46494.35,46497.35,46480.25,46488.15
4597,2024-02-19,10:52:00,46493.40,46504.10,46478.15,46501.20
4598,2024-02-19,10:53:00,46498.20,46506.55,46480.45,46497.80
4599,2024-02-19,10:54:00,46500.75,46548.30,46500.10,46527.00
4600,2024-02-19,10:55:00,46529.10,46539.35,46512.95,46517.95
4601,2024-02-19,10:56:00,46522.25,46537.15,46518.75,46530.20
4602,2024-02-19,10:57:00,46534.15,46544.35,46520.20,46520.20
4603,2024-02-19,10:58:00,46524.60,46555.40,46522.65,46547.80
4604,2024-02-19,10:59:00,46548.50,46559.50,46536.70,46546.70
4605,2024-02-19,11:00:00,46547.15,46566.05,46543.45,46562.70
4606,2024-02-19,11:01:00,46556.80,46584.20,46556.80,46560.85
4607,2024-02-19,11:02:00,46561.65,46599.40,46561.65,46581.35
4608,2024-02-19,11:03:00,46585.85,46632.55,46585.85,46619.20
4609,2024-02-19,11:04:00,46608.75,46616.75,46587.65,46594.40
4610,2024-02-19,11:05:00,46593.30,46612.85,46592.15,46604.65
4611,2024-02-19,11:06:00,46607.50,46607.50,46594.85,46598.70
4612,2024-02-19,11:07:00,46597.70,46603.80,46585.65,46594.90
4613,2024-02-19,11:08:00,46595.85,46596.90,46581.15,46584.65
4614,2024-02-19,11:09:00,46588.35,46598.25,46577.15,46596.40
4615,2024-02-19,11:10:00,46600.00,46616.65,46600.00,46611.30
4616,2024-02-19,11:11:00,46611.85,46611.85,46585.00,46595.80
4617,2024-02-19,11:12:00,46594.65,46604.55,46584.55,46601.95
4618,2024-02-19,11:13:00,46604.35,46604.35,46582.05,46586.15
4619,2024-02-19,11:14:00,46587.55,46613.65,46585.05,46605.70
4620,2024-02-19,11:15:00,46612.60,46642.10,46610.25,46632.25
4621,2024-02-19,11:16:00,46629.45,46667.80,46629.45,46663.45
4622,2024-02-19,11:17:00,46670.10,46674.70,46638.90,46652.95
4623,2024-02-19,11:18:00,46653.25,46678.60,46650.30,46678.60
4624,2024-02-19,11:19:00,46673.75,46689.00,46663.35,46672.80
4625,2024-02-19,11:20:00,46675.10,46692.25,46669.35,46669.35
4626,2024-02-19,11:21:00,46671.70,46676.00,46633.70,46636.10
4627,2024-02-19,11:22:00,46650.45,46657.70,46637.20,46644.30
4628,2024-02-19,11:23:00,46641.15,46642.90,46618.40,46638.65
4629,2024-02-19,11:24:00,46633.20,46641.40,46625.30,46629.30
4630,2024-02-19,11:25:00,46632.35,46634.40,46610.75,46621.65
4631,2024-02-19,11:26:00,46622.35,46635.75,46612.00,46634.00
4632,2024-02-19,11:27:00,46636.10,46636.10,46599.55,46600.25
4633,2024-02-19,11:28:00,46599.80,46620.95,46599.80,46610.00
4634,2024-02-19,11:29:00,46608.95,46616.65,46605.95,46608.95
4635,2024-02-19,11:30:00,46610.80,46619.20,46607.45,46610.00
4636,2024-02-19,11:31:00,46612.70,46616.35,46587.15,46600.55
4637,2024-02-19,11:32:00,46596.00,46597.55,46533.40,46548.95
4638,2024-02-19,11:33:00,46550.40,46573.50,46534.50,46570.60
4639,2024-02-19,11:34:00,46573.50,46594.05,46573.30,46577.85
4640,2024-02-19,11:35:00,46577.00,46580.30,46556.90,46577.40
4641,2024-02-19,11:36:00,46579.45,46593.25,46577.10,46586.65
4642,2024-02-19,11:37:00,46583.50,46586.40,46562.45,46578.70
4643,2024-02-19,11:38:00,46578.60,46584.30,46565.45,46576.65
4644,2024-02-19,11:39:00,46576.80,46576.80,46566.85,46568.85
4645,2024-02-19,11:40:00,46572.40,46589.55,46565.30,46585.25
4646,2024-02-19,11:41:00,46585.45,46589.70,46576.20,46587.20
4647,2024-02-19,11:42:00,46585.60,46599.35,46584.15,46597.85
4648,2024-02-19,11:43:00,46597.80,46599.85,46588.60,46591.90
4649,2024-02-19,11:44:00,46594.50,46613.40,46582.85,46611.05
4650,2024-02-19,11:45:00,46610.20,46616.40,46607.65,46610.15
4651,2024-02-19,11:46:00,46603.95,46608.30,46591.90,46608.30
4652,2024-02-19,11:47:00,46608.30,46613.60,46602.00,46605.60
4653,2024-02-19,11:48:00,46607.00,46607.00,46590.55,46601.95
4654,2024-02-19,11:49:00,46598.60,46603.95,46593.10,46594.50
4655,2024-02-19,11:50:00,46595.70,46603.95,46589.35,46601.05
4656,2024-02-19,11:51:00,46601.45,46606.20,46594.65,46600.25
4657,2024-02-19,11:52:00,46602.40,46624.80,46596.45,46615.70
4658,2024-02-19,11:53:00,46616.25,46626.00,46614.55,46621.60
4659,2024-02-19,11:54:00,46619.75,46624.00,46608.45,46609.60
4660,2024-02-19,11:55:00,46612.65,46612.65,46596.50,46606.05
4661,2024-02-19,11:56:00,46608.80,46630.85,46606.80,46629.20
4662,2024-02-19,11:57:00,46626.65,46653.75,46626.65,46644.50
4663,2024-02-19,11:58:00,46645.05,46648.55,46629.00,46639.00
4664,2024-02-19,11:59:00,46644.25,46645.90,46623.50,46623.95
4665,2024-02-19,12:00:00,46625.95,46625.95,46605.20,46607.80
4666,2024-02-19,12:01:00,46608.20,46622.20,46606.50,46606.50
4667,2024-02-19,12:02:00,46604.05,46605.30,46579.85,46585.40
4668,2024-02-19,12:03:00,46581.80,46602.10,46581.80,46598.85
4669,2024-02-19,12:04:00,46598.45,46613.10,46598.10,46608.25
4670,2024-02-19,12:05:00,46608.80,46614.15,46597.95,46608.20
4671,2024-02-19,12:06:00,46609.60,46627.80,46606.40,46619.65
4672,2024-02-19,12:07:00,46618.30,46624.50,46607.30,46608.15
4673,2024-02-19,12:08:00,46606.65,46616.20,46594.50,46616.20
4674,2024-02-19,12:09:00,46612.70,46619.55,46605.25,46616.10
4675,2024-02-19,12:10:00,46614.25,46620.60,46606.70,46617.25
4676,2024-02-19,12:11:00,46618.05,46632.95,46611.55,46627.10
4677,2024-02-19,12:12:00,46627.85,46630.70,46621.80,46627.50
4678,2024-02-19,12:13:00,46623.50,46641.95,46623.30,46639.70
4679,2024-02-19,12:14:00,46641.55,46643.30,46617.30,46622.05
4680,2024-02-19,12:15:00,46624.00,46634.20,46616.70,46627.25
4681,2024-02-19,12:16:00,46626.90,46627.95,46612.45,46624.60
4682,2024-02-19,12:17:00,46625.85,46636.15,46617.30,46620.35
4683,2024-02-19,12:18:00,46620.05,46625.60,46612.65,46614.95
4684,2024-02-19,12:19:00,46614.85,46623.40,46614.45,46615.60
4685,2024-02-19,12:20:00,46614.15,46615.55,46602.05,46609.95
4686,2024-02-19,12:21:00,46613.55,46640.75,46608.35,46640.45
4687,2024-02-19,12:22:00,46640.10,46642.95,46633.95,46635.75
4688,2024-02-19,12:23:00,46635.10,46635.10,46613.80,46617.35
4689,2024-02-19,12:24:00,46613.85,46632.10,46613.85,46630.35
4690,2024-02-19,12:25:00,46627.85,46630.60,46616.15,46620.85
4691,2024-02-19,12:26:00,46618.90,46620.90,46603.30,46607.30
4692,2024-02-19,12:27:00,46606.25,46613.30,46603.80,46605.75
4693,2024-02-19,12:28:00,46608.40,46611.25,46598.10,46605.00
4694,2024-02-19,12:29:00,46605.00,46605.00,46596.15,46599.95
4695,2024-02-19,12:30:00,46602.35,46614.20,46598.85,46609.50
4696,2024-02-19,12:31:00,46607.60,46613.95,46603.45,46612.10
4697,2024-02-19,12:32:00,46611.70,46616.60,46600.45,46604.05
4698,2024-02-19,12:33:00,46604.60,46615.70,46602.70,46609.55
4699,2024-02-19,12:34:00,46610.65,46610.65,46597.25,46599.85
4700,2024-02-19,12:35:00,46599.85,46599.90,46585.95,46591.70
4701,2024-02-19,12:36:00,46592.10,46597.90,46586.70,46588.00
4702,2024-02-19,12:37:00,46587.25,46606.75,46587.25,46604.25
4703,2024-02-19,12:38:00,46606.35,46607.20,46597.45,46603.50
4704,2024-02-19,12:39:00,46603.70,46635.70,46601.40,46622.65
4705,2024-02-19,12:40:00,46623.80,46632.20,46617.45,46620.80
4706,2024-02-19,12:41:00,46619.20,46636.70,46612.80,46636.70
4707,2024-02-19,12:42:00,46638.20,46662.80,46632.30,46650.75
4708,2024-02-19,12:43:00,46648.40,46649.60,46625.80,46636.50
4709,2024-02-19,12:44:00,46638.30,46640.30,46628.20,46636.15
4710,2024-02-19,12:45:00,46631.65,46642.60,46630.15,46636.75
4711,2024-02-19,12:46:00,46637.25,46638.75,46624.00,46629.85
4712,2024-02-19,12:47:00,46627.75,46631.95,46622.25,46625.50
4713,2024-02-19,12:48:00,46625.80,46626.15,46610.20,46613.90
4714,2024-02-19,12:49:00,46617.20,46617.65,46603.80,46608.20
4715,2024-02-19,12:50:00,46608.35,46619.90,46605.00,46616.85
4716,2024-02-19,12:51:00,46618.70,46624.05,46612.15,46616.15
4717,2024-02-19,12:52:00,46614.10,46618.55,46606.45,46607.80
4718,2024-02-19,12:53:00,46609.40,46613.90,46606.60,46613.85
4719,2024-02-19,12:54:00,46614.10,46614.95,46601.85,46603.85
4720,2024-02-19,12:55:00,46605.85,46620.70,46603.90,46613.35
4721,2024-02-19,12:56:00,46614.30,46629.75,46613.60,46626.20
4722,2024-02-19,12:57:00,46630.60,46639.60,46623.65,46625.65
4723,2024-02-19,12:58:00,46625.25,46635.15,46625.25,46634.75
4724,2024-02-19,12:59:00,46637.15,46648.80,46630.80,46630.80
4725,2024-02-19,13:00:00,46630.60,46638.70,46629.40,46633.95
4726,2024-02-19,13:01:00,46635.30,46635.45,46626.65,46626.65
4727,2024-02-19,13:02:00,46630.05,46630.05,46601.20,46613.65
4728,2024-02-19,13:03:00,46623.40,46660.45,46617.65,46657.85
4729,2024-02-19,13:04:00,46659.50,46659.50,46621.55,46622.30
4730,2024-02-19,13:05:00,46621.25,46627.85,46614.15,46617.25
4731,2024-02-19,13:06:00,46618.35,46620.05,46611.15,46620.05
4732,2024-02-19,13:07:00,46623.25,46650.55,46621.80,46645.65
4733,2024-02-19,13:08:00,46644.30,46644.55,46625.95,46628.10
4734,2024-02-19,13:09:00,46625.90,46646.95,46625.90,46641.30
4735,2024-02-19,13:10:00,46641.60,46651.05,46640.45,46649.45
4736,2024-02-19,13:11:00,46650.45,46653.20,46646.25,46649.50
4737,2024-02-19,13:12:00,46650.50,46676.80,46636.20,46666.35
4738,2024-02-19,13:13:00,46668.25,46668.25,46654.90,46657.10
4739,2024-02-19,13:14:00,46661.30,46671.20,46661.30,46669.75
4740,2024-02-19,13:15:00,46670.20,46675.05,46658.60,46670.60
4741,2024-02-19,13:16:00,46667.50,46673.50,46661.10,46668.10
4742,2024-02-19,13:17:00,46668.55,46673.85,46660.80,46668.65
4743,2024-02-19,13:18:00,46667.00,46667.00,46646.60,46646.60
4744,2024-02-19,13:19:00,46646.40,46657.45,46644.40,46651.00
4745,2024-02-19,13:20:00,46650.20,46653.55,46640.15,46648.60
4746,2024-02-19,13:21:00,46649.25,46650.95,46638.05,46639.80
4747,2024-02-19,13:22:00,46639.80,46650.95,46639.80,46647.65
4748,2024-02-19,13:23:00,46650.55,46653.15,46631.45,46636.85
4749,2024-02-19,13:24:00,46637.15,46652.65,46631.35,46651.45
4750,2024-02-19,13:25:00,46653.10,46654.35,46636.80,46641.40
4751,2024-02-19,13:26:00,46641.95,46644.85,46634.70,46638.75
4752,2024-02-19,13:27:00,46637.40,46638.35,46624.05,46626.95
4753,2024-02-19,13:28:00,46627.85,46628.55,46580.50,46610.40
4754,2024-02-19,13:29:00,46606.30,46610.15,46558.60,46588.10
4755,2024-02-19,13:30:00,46589.45,46600.45,46578.80,46580.55
4756,2024-02-19,13:31:00,46583.25,46608.50,46573.85,46604.85
4757,2024-02-19,13:32:00,46604.45,46605.55,46582.95,46587.80
4758,2024-02-19,13:33:00,46588.95,46606.45,46584.80,46601.00
4759,2024-02-19,13:34:00,46602.05,46614.20,46594.55,46608.00
4760,2024-02-19,13:35:00,46611.70,46618.40,46605.50,46607.45
4761,2024-02-19,13:36:00,46611.00,46617.55,46591.35,46591.35
4762,2024-02-19,13:37:00,46593.20,46600.80,46588.15,46598.35
4763,2024-02-19,13:38:00,46598.75,46598.75,46584.05,46596.50
4764,2024-02-19,13:39:00,46597.60,46616.45,46595.15,46615.55
4765,2024-02-19,13:40:00,46616.45,46616.45,46595.40,46603.20
4766,2024-02-19,13:41:00,46604.15,46616.85,46602.35,46610.80
4767,2024-02-19,13:42:00,46610.75,46625.40,46607.10,46621.10
4768,2024-02-19,13:43:00,46624.55,46624.55,46614.95,46614.95
4769,2024-02-19,13:44:00,46615.45,46626.45,46612.20,46626.45
4770,2024-02-19,13:45:00,46624.05,46636.00,46621.50,46634.20
4771,2024-02-19,13:46:00,46633.60,46643.75,46630.30,46642.40
4772,2024-02-19,13:47:00,46641.20,46642.15,46632.55,46639.15
4773,2024-02-19,13:48:00,46639.20,46649.85,46637.20,46647.40
4774,2024-02-19,13:49:00,46647.10,46649.15,46631.55,46631.90
4775,2024-02-19,13:50:00,46630.05,46640.20,46629.75,46640.20
4776,2024-02-19,13:51:00,46636.45,46651.75,46635.00,46646.25
4777,2024-02-19,13:52:00,46646.50,46649.85,46637.45,46646.05
4778,2024-02-19,13:53:00,46648.05,46657.25,46645.75,46648.30
4779,2024-02-19,13:54:00,46649.20,46649.20,46637.25,46645.60
4780,2024-02-19,13:55:00,46644.05,46653.05,46643.45,46650.75
4781,2024-02-19,13:56:00,46649.50,46663.55,46649.50,46661.75
4782,2024-02-19,13:57:00,46660.45,46668.15,46655.90,46659.85
4783,2024-02-19,13:58:00,46659.65,46687.85,46659.65,46660.70
4784,2024-02-19,13:59:00,46662.20,46681.60,46662.20,46678.30
4785,2024-02-19,14:00:00,46674.75,46682.85,46660.15,46674.40
4786,2024-02-19,14:01:00,46676.25,46687.00,46672.35,46675.00
4787,2024-02-19,14:02:00,46675.20,46678.45,46670.30,46676.85
4788,2024-02-19,14:03:00,46679.70,46684.40,46668.80,46669.15
4789,2024-02-19,14:04:00,46670.90,46685.45,46670.40,46682.35
4790,2024-02-19,14:05:00,46683.35,46693.75,46680.05,46692.55
4791,2024-02-19,14:06:00,46693.50,46709.10,46689.65,46701.80
4792,2024-02-19,14:07:00,46700.40,46710.20,46699.00,46699.00
4793,2024-02-19,14:08:00,46705.65,46717.40,46701.60,46706.40
4794,2024-02-19,14:09:00,46707.35,46711.10,46670.15,46670.15
4795,2024-02-19,14:10:00,46650.90,46676.10,46621.15,46651.55
4796,2024-02-19,14:11:00,46655.35,46678.20,46653.60,46673.05
4797,2024-02-19,14:12:00,46675.20,46679.30,46642.45,46652.25
4798,2024-02-19,14:13:00,46655.00,46656.20,46629.95,46638.55
4799,2024-02-19,14:14:00,46639.80,46653.90,46637.85,46647.30
4800,2024-02-19,14:15:00,46648.30,46658.35,46638.80,46654.50
4801,2024-02-19,14:16:00,46656.30,46657.75,46649.50,46649.85
4802,2024-02-19,14:17:00,46652.15,46655.75,46623.55,46629.05
4803,2024-02-19,14:18:00,46629.50,46644.30,46626.55,46641.50
4804,2024-02-19,14:19:00,46641.25,46641.75,46624.50,46631.55
4805,2024-02-19,14:20:00,46633.50,46641.40,46629.15,46634.80
4806,2024-02-19,14:21:00,46634.90,46652.65,46633.35,46648.45
4807,2024-02-19,14:22:00,46649.80,46669.35,46645.80,46669.35
4808,2024-02-19,14:23:00,46662.95,46672.75,46655.20,46662.10
4809,2024-02-19,14:24:00,46665.80,46671.15,46660.75,46670.80
4810,2024-02-19,14:25:00,46665.85,46672.50,46663.65,46670.00
4811,2024-02-19,14:26:00,46666.90,46672.55,46662.65,46668.90
4812,2024-02-19,14:27:00,46669.15,46671.25,46656.45,46665.90
4813,2024-02-19,14:28:00,46664.40,46692.30,46661.40,46685.35
4814,2024-02-19,14:29:00,46686.30,46695.85,46676.05,46691.65
4815,2024-02-19,14:30:00,46694.15,46694.15,46666.85,46666.85
4816,2024-02-19,14:31:00,46672.70,46685.75,46668.50,46676.35
4817,2024-02-19,14:32:00,46676.90,46685.70,46673.95,46678.30
4818,2024-02-19,14:33:00,46677.00,46680.85,46658.00,46675.50
4819,2024-02-19,14:34:00,46679.95,46683.20,46663.65,46667.50
4820,2024-02-19,14:35:00,46668.85,46671.85,46662.30,46667.55
4821,2024-02-19,14:36:00,46664.20,46667.05,46647.05,46648.40
4822,2024-02-19,14:37:00,46649.70,46649.70,46606.35,46608.20
4823,2024-02-19,14:38:00,46602.15,46629.20,46602.15,46629.20
4824,2024-02-19,14:39:00,46628.70,46638.55,46621.35,46630.75
4825,2024-02-19,14:40:00,46630.95,46632.20,46616.85,46632.15
4826,2024-02-19,14:41:00,46635.20,46657.30,46631.95,46653.25
4827,2024-02-19,14:42:00,46657.30,46657.30,46632.85,46647.05
4828,2024-02-19,14:43:00,46649.60,46659.45,46643.25,46646.60
4829,2024-02-19,14:44:00,46650.10,46652.65,46624.65,46638.05
4830,2024-02-19,14:45:00,46639.85,46639.85,46625.65,46638.90
4831,2024-02-19,14:46:00,46641.70,46644.00,46622.75,46627.25
4832,2024-02-19,14:47:00,46627.30,46628.85,46609.40,46616.45
4833,2024-02-19,14:48:00,46614.95,46614.95,46564.55,46578.85
4834,2024-02-19,14:49:00,46580.60,46603.75,46564.55,46603.75
4835,2024-02-19,14:50:00,46603.70,46603.70,46570.50,46578.65
4836,2024-02-19,14:51:00,46577.35,46580.65,46569.95,46571.90
4837,2024-02-19,14:52:00,46573.60,46603.70,46573.55,46599.20
4838,2024-02-19,14:53:00,46598.85,46602.05,46583.30,46592.05
4839,2024-02-19,14:54:00,46592.60,46592.60,46577.35,46577.90
4840,2024-02-19,14:55:00,46579.70,46590.50,46565.05,46570.65
4841,2024-02-19,14:56:00,46568.80,46579.95,46555.85,46574.25
4842,2024-02-19,14:57:00,46571.15,46574.00,46533.80,46549.60
4843,2024-02-19,14:58:00,46554.60,46568.15,46545.85,46548.15
4844,2024-02-19,14:59:00,46547.65,46564.35,46547.65,46557.55
4845,2024-02-19,15:00:00,46562.70,46568.80,46548.05,46565.50
4846,2024-02-19,15:01:00,46568.95,46599.20,46565.65,46598.30
4847,2024-02-19,15:02:00,46602.85,46606.35,46580.05,46582.55
4848,2024-02-19,15:03:00,46584.60,46584.85,46512.85,46520.70
4849,2024-02-19,15:04:00,46521.00,46536.50,46514.55,46534.10
4850,2024-02-19,15:05:00,46534.20,46550.55,46524.90,46547.90
4851,2024-02-19,15:06:00,46546.15,46548.40,46493.95,46514.20
4852,2024-02-19,15:07:00,46512.85,46522.40,46509.25,46514.95
4853,2024-02-19,15:08:00,46515.35,46515.35,46502.80,46504.20
4854,2024-02-19,15:09:00,46505.20,46507.90,46453.85,46476.40
4855,2024-02-19,15:10:00,46476.30,46484.60,46464.15,46464.15
4856,2024-02-19,15:11:00,46467.15,46479.50,46466.85,46475.85
4857,2024-02-19,15:12:00,46476.55,46484.60,46466.25,46478.20
4858,2024-02-19,15:13:00,46481.75,46524.30,46480.25,46515.00
4859,2024-02-19,15:14:00,46512.05,46521.25,46501.35,46515.95
4860,2024-02-19,15:15:00,46519.55,46526.55,46498.85,46525.40
4861,2024-02-19,15:16:00,46529.20,46572.90,46527.25,46569.30
4862,2024-02-19,15:17:00,46567.65,46574.15,46554.00,46569.45
4863,2024-02-19,15:18:00,46566.70,46578.65,46550.25,46572.55
4864,2024-02-19,15:19:00,46569.25,46570.80,46557.65,46561.15
4865,2024-02-19,15:20:00,46562.75,46578.50,46551.25,46556.70
4866,2024-02-19,15:21:00,46559.15,46574.15,46557.30,46558.65
4867,2024-02-19,15:22:00,46554.70,46571.80,46549.10,46569.20
4868,2024-02-19,15:23:00,46567.65,46572.80,46552.55,46569.60
4869,2024-02-19,15:24:00,46571.55,46571.55,46526.95,46526.95
4870,2024-02-19,15:25:00,46532.10,46553.25,46529.00,46551.80
4871,2024-02-19,15:26:00,46548.85,46558.90,46548.85,46556.60
4872,2024-02-19,15:27:00,46556.60,46571.85,46552.50,46563.65
4873,2024-02-19,15:28:00,46567.90,46571.75,46548.55,46553.50
4874,2024-02-19,15:29:00,46551.50,46564.80,46546.85,46556.10
4875,2024-02-20,09:15:00,46444.90,46478.65,46367.80,46411.60
4876,2024-02-20,09:16:00,46403.30,46430.80,46401.20,46427.60
4877,2024-02-20,09:17:00,46427.60,46448.55,46422.35,46443.85
4878,2024-02-20,09:18:00,46440.90,46440.90,46417.35,46423.65
4879,2024-02-20,09:19:00,46419.70,46445.75,46403.80,46420.10
4880,2024-02-20,09:20:00,46424.95,46450.10,46416.35,46432.45
4881,2024-02-20,09:21:00,46436.80,46444.90,46424.70,46432.10
4882,2024-02-20,09:22:00,46435.75,46436.45,46400.20,46407.30
4883,2024-02-20,09:23:00,46403.10,46453.20,46402.25,46452.95
4884,2024-02-20,09:24:00,46440.80,46465.40,46413.55,46425.50
4885,2024-02-20,09:25:00,46425.75,46455.95,46420.80,46442.60
4886,2024-02-20,09:26:00,46445.10,46459.30,46439.75,46448.15
4887,2024-02-20,09:27:00,46448.45,46464.60,46444.05,46446.75
4888,2024-02-20,09:28:00,46456.65,46463.10,46440.55,46445.65
4889,2024-02-20,09:29:00,46443.05,46446.95,46419.30,46419.30
4890,2024-02-20,09:30:00,46417.85,46450.40,46394.50,46448.45
4891,2024-02-20,09:31:00,46446.20,46451.25,46429.55,46447.10
4892,2024-02-20,09:32:00,46444.15,46446.90,46431.00,46443.40
4893,2024-02-20,09:33:00,46445.40,46528.20,46439.25,46509.55
4894,2024-02-20,09:34:00,46515.00,46529.65,46495.40,46504.00
4895,2024-02-20,09:35:00,46502.85,46529.85,46492.65,46526.35
4896,2024-02-20,09:36:00,46540.10,46542.90,46516.55,46525.55
4897,2024-02-20,09:37:00,46530.70,46606.65,46524.25,46602.85
4898,2024-02-20,09:38:00,46609.30,46625.95,46599.20,46613.70
4899,2024-02-20,09:39:00,46618.85,46627.25,46604.15,46604.50
4900,2024-02-20,09:40:00,46601.85,46608.45,46564.50,46580.35
4901,2024-02-20,09:41:00,46581.20,46599.40,46572.80,46595.75
4902,2024-02-20,09:42:00,46598.70,46637.75,46597.15,46632.40
4903,2024-02-20,09:43:00,46633.15,46654.45,46623.35,46650.55
4904,2024-02-20,09:44:00,46652.35,46660.25,46617.60,46630.30
4905,2024-02-20,09:45:00,46627.85,46632.35,46611.40,46617.85
4906,2024-02-20,09:46:00,46615.35,46632.55,46610.95,46614.85
4907,2024-02-20,09:47:00,46618.85,46629.75,46611.90,46612.65
4908,2024-02-20,09:48:00,46612.50,46612.60,46579.25,46592.40
4909,2024-02-20,09:49:00,46594.00,46594.00,46563.35,46563.35
4910,2024-02-20,09:50:00,46557.70,46599.90,46550.90,46587.80
4911,2024-02-20,09:51:00,46579.55,46583.30,46554.50,46570.90
4912,2024-02-20,09:52:00,46568.80,46573.40,46554.80,46556.60
4913,2024-02-20,09:53:00,46560.95,46566.35,46525.85,46538.20
4914,2024-02-20,09:54:00,46542.35,46577.10,46533.75,46558.50
4915,2024-02-20,09:55:00,46562.25,46566.65,46545.55,46555.65
4916,2024-02-20,09:56:00,46556.65,46565.05,46542.30,46560.20
4917,2024-02-20,09:57:00,46563.30,46621.55,46554.00,46607.95
4918,2024-02-20,09:58:00,46608.15,46608.90,46581.15,46584.90
4919,2024-02-20,09:59:00,46584.80,46607.60,46584.80,46598.70
4920,2024-02-20,10:00:00,46599.20,46606.30,46588.85,46601.00
4921,2024-02-20,10:01:00,46597.35,46607.70,46591.85,46600.65
4922,2024-02-20,10:02:00,46600.90,46611.85,46597.00,46611.85
4923,2024-02-20,10:03:00,46613.45,46614.60,46584.65,46594.70
